Latitude,Longitude,Elevation
26.362423644285812,80.0751478269607,0
26.362423644285812,80.1051478269607,0
26.362423644285812,80.1351478269607,0
26.362423644285812,80.16514782696069,0
26.362423644285812,80.1951478269607,0
26.362423644285812,80.22514782696071,0
26.362423644285812,80.25514782696072,0
26.362423644285812,80.2851478269607,0
26.362423644285812,80.3151478269607,0
26.362423644285812,80.3451478269607,0
26.362423644285812,80.3751478269607,0
26.362423644285812,80.4051478269607,0
26.362423644285812,80.4351478269607,0
26.362423644285812,80.4651478269607,0
26.362423644285812,80.49514782696069,0
26.362423644285812,80.5251478269607,0
26.362423644285812,80.55514782696072,0
26.362423644285812,80.58514782696071,0
26.362423644285812,80.61514782696071,0
26.362423644285812,80.6451478269607,0
26.362423644285812,80.67514782696071,0
26.362423644285812,80.7051478269607,0
26.362423644285812,80.7351478269607,0
26.362423644285812,80.7651478269607,0
26.362423644285812,80.79514782696069,0
26.362423644285812,80.8251478269607,0
26.362423644285812,80.8551478269607,0
26.362423644285812,80.88514782696072,0
26.362423644285812,80.9151478269607,0
26.362423644285812,80.9451478269607,0
26.362423644285812,80.97514782696071,0
26.362423644285812,81.0051478269607,0
26.362423644285812,81.0351478269607,0
26.362423644285812,81.0651478269607,0
26.362423644285812,81.0951478269607,0
26.362423644285812,81.12514782696068,0
26.362423644285812,81.15514782696069,0
26.362423644285812,81.18514782696072,0
26.362423644285812,81.21514782696072,0
26.362423644285812,81.2451478269607,0
26.362423644285812,81.2751478269607,0
26.362423644285812,81.3051478269607,0
26.362423644285812,81.33514782696071,0
26.362423644285812,81.36514782696071,0
26.362423644285812,81.3951478269607,0
26.362423644285812,81.42514782696068,0
26.362423644285812,81.4551478269607,0
26.362423644285812,81.4851478269607,0
26.362423644285812,81.5151478269607,0
26.362423644285812,81.5451478269607,0
26.362423644285812,81.5751478269607,0
26.362423644285812,81.6051478269607,0
26.362423644285812,81.6351478269607,0
26.362423644285812,81.66514782696069,0
26.362423644285812,81.6951478269607,0
26.362423644285812,81.72514782696071,0
26.362423644285812,81.75514782696072,0
26.362423644285812,81.78514782696068,0
26.362423644285812,81.81514782696071,0
26.362423644285812,81.84514782696071,0
26.362423644285812,81.8751478269607,0
26.362423644285812,81.9051478269607,0
26.362423644285812,81.9351478269607,0
26.362423644285812,81.96514782696072,0
26.362423644285812,81.9951478269607,0
26.362423644285812,82.0251478269607,0
26.362423644285812,82.0551478269607,0
26.362423644285812,82.0851478269607,0
26.362423644285812,82.11514782696071,0
26.362423644285812,82.1451478269607,0
26.362423644285812,82.17514782696071,0
26.362423644285812,82.2051478269607,0
26.362423644285812,82.2351478269607,0
26.362423644285812,82.2651478269607,0
26.362423644285812,82.29514782696069,0
26.362423644285812,82.3251478269607,0
26.362423644285812,82.3551478269607,0
26.362423644285812,82.38514782696072,0
26.362423644285812,82.4151478269607,0
26.362423644285812,82.4451478269607,0
26.362423644285812,82.47514782696071,0
26.362423644285812,82.5051478269607,0
26.362423644285812,82.5351478269607,0
26.362423644285812,82.5651478269607,0
26.362423644285812,82.59514782696071,0
26.362423644285812,82.6251478269607,0
26.362423644285812,82.6551478269607,0
26.362423644285812,82.6851478269607,0
26.362423644285812,82.71514782696069,0
26.362423644285812,82.7451478269607,0
26.362423644285812,82.7751478269607,0
26.362423644285812,82.8051478269607,0
26.362423644285812,82.8351478269607,0
26.362423644285812,82.86514782696071,0
26.362423644285812,82.8951478269607,0
26.362423644285812,82.92514782696068,0
26.362423644285812,82.9551478269607,0
26.362423644285812,82.9851478269607,0
26.362423644285812,83.01514782696071,0
26.362423644285812,83.0451478269607,0
26.362423644285812,83.0751478269607,0
26.362423644285812,83.1051478269607,0
26.362423644285812,83.13514782696069,0
26.362423644285812,83.1651478269607,0
26.362423644285812,83.1951478269607,0
26.362423644285812,83.22514782696071,0
26.362423644285812,83.25514782696071,0
26.362423644285812,83.2851478269607,0
26.362423644285812,83.3151478269607,0
26.362423644285812,83.34514782696068,0
26.362423644285812,83.3751478269607,0
26.362423644285812,83.4051478269607,0
26.362423644285812,83.4351478269607,0
26.362423644285812,83.46514782696069,0
26.362423644285812,83.49514782696069,0
26.362423644285812,83.52514782696072,0
26.362423644285812,83.55514782696072,0
26.362423644285812,83.58514782696071,0
26.362423644285812,83.61514782696071,0
26.362423644285812,83.64514782696071,0
26.362423644285812,83.6751478269607,0
26.362423644285812,83.7051478269607,0
26.362423644285812,83.7351478269607,0
26.362423644285812,83.7651478269607,0
26.362423644285812,83.7951478269607,0
26.362423644285812,83.8251478269607,0
26.362423644285812,83.8551478269607,0
26.362423644285812,83.8851478269607,0
26.362423644285812,83.9151478269607,0
26.362423644285812,83.9451478269607,0
26.362423644285812,83.97514782696071,0
26.362423644285812,84.0051478269607,0
26.362423644285812,84.0351478269607,0
26.362423644285812,84.0651478269607,0
26.362423644285812,84.09514782696068,0
26.362423644285812,84.12514782696068,0
26.362423644285812,84.15514782696071,0
26.362423644285812,84.18514782696072,0
26.362423644285812,84.2151478269607,0
26.362423644285812,84.2451478269607,0
26.362423644285812,84.2751478269607,0
26.362423644285812,84.30514782696072,0
26.362423644285812,84.33514782696071,0
26.362423644285812,84.36514782696071,0
26.362423644285812,84.3951478269607,0
26.362423644285812,84.4251478269607,0
26.362423644285812,84.4551478269607,0
26.362423644285812,84.4851478269607,0
26.362423644285812,84.51514782696071,0
26.362423644285812,84.5451478269607,0
