,station,parameter,time,value,station__location,station__elevation,longitude,latitude
36,540,1,2011-06-01 03:00:00+00:00,20,SRID=4326;POINT (85.633379 27.91245194),1284,85.633379,27.91245194
37,445,1,2011-06-01 03:00:00+00:00,20,SRID=4326;POINT (84.102068 28.355852),1967,84.102068,28.355852
38,334,1,2011-06-01 03:00:00+00:00,320.4,SRID=4326;POINT (87.77305389 27.48921194),1388,87.77305389,27.48921194
39,340,1,2011-06-01 03:00:00+00:00,2.5,SRID=4326;POINT (80.519076 28.82805611),185,80.519076,28.82805611
40,446,1,2011-06-01 03:00:00+00:00,20,SRID=4326;POINT (82.53878194 27.8156),231,82.53878194,27.8156
41,394,1,2011-06-01 03:00:00+00:00,20,SRID=4326;POINT (83.7395057 28.8235957),3200,83.7395057,28.8235957
42,541,1,2011-06-01 03:00:00+00:00,4.5,SRID=4326;POINT (83.385413 28.41354),1160,83.385413,28.41354
43,346,1,2011-06-01 03:00:00+00:00,20,SRID=4326;POINT (81.07092 29.56154),2360,81.07092,29.56154
44,389,1,2011-06-01 03:00:00+00:00,20,SRID=4326;POINT (83.482435 28.397641),1864,83.482435,28.397641
45,331,1,2011-06-01 03:00:00+00:00,20,SRID=4326;POINT (87.619915 27.36369),700,87.619915,27.36369
46,476,1,2011-06-01 03:00:00+00:00,3.2,SRID=4326;POINT (85.3076915 28.1053174),2005,85.3076915,28.1053174
47,542,1,2011-06-01 03:00:00+00:00,20,SRID=4326;POINT (84.07735 27.85150833),379,84.07735,27.85150833
48,450,1,2011-06-01 03:00:00+00:00,16.3,SRID=4326;POINT (84.54938056 27.86741111),288,84.54938056,27.86741111
49,390,1,2011-06-01 03:00:00+00:00,20,SRID=4326;POINT (82.62066389 28.61280306),1568,82.62066389,28.61280306
50,543,1,2011-06-01 03:00:00+00:00,20,SRID=4326;POINT (87.15472222 26.93805556),168,87.15472222,26.93805556
51,344,1,2011-06-01 03:00:00+00:00,20,SRID=4326;POINT (81.13333333 29),1388,81.13333333,29
52,448,1,2011-06-01 03:00:00+00:00,63.7,SRID=4326;POINT (83.79723333 28.22896944),2492,83.79723333,28.22896944
53,544,1,2011-06-01 03:00:00+00:00,12.3,SRID=4326;POINT (86.902994 26.621054),118,86.902994,26.621054
54,558,1,2011-06-01 03:00:00+00:00,20,SRID=4326;POINT (83.2354092 28.5888278),2627,83.2354092,28.5888278
55,479,1,2011-06-01 03:00:00+00:00,3,SRID=4326;POINT (80.55995111 28.81272889),184,80.55995111,28.81272889
56,545,1,2011-06-01 03:00:00+00:00,3.4,SRID=4326;POINT (83.64041583 28.47749278),1161,83.64041583,28.47749278
57,754,1,2011-06-01 03:00:00+00:00,20,SRID=4326;POINT (81.84311667 28.42094722),464,81.84311667,28.42094722
58,332,1,2011-06-01 03:00:00+00:00,20,SRID=4326;POINT (87.34595556 26.98321944),1192,87.34595556,26.98321944
59,547,1,2011-06-01 03:00:00+00:00,5,SRID=4326;POINT (85.52855278 27.57225278),1442,85.52855278,27.57225278
60,549,1,2011-06-01 03:00:00+00:00,5,SRID=4326;POINT (80.80443194 28.99836306),1492,80.80443194,28.99836306
61,548,1,2011-06-01 03:00:00+00:00,27.5,SRID=4326;POINT (85.1562 27.4162),1050,85.1562,27.4162
62,771,1,2011-06-01 03:00:00+00:00,20,SRID=4326;POINT (81.75186111 29.30322222),1017,81.75186111,29.30322222
63,556,1,2011-06-01 03:00:00+00:00,1.2,SRID=4326;POINT (82.17957778 29.27466111),2363,82.17957778,29.27466111
64,550,1,2011-06-01 03:00:00+00:00,20,SRID=4326;POINT (83.95603056 27.86541111),519,83.95603056,27.86541111
65,778,1,2011-06-01 03:00:00+00:00,20,SRID=4326;POINT (87.267006 26.483967),72,87.267006,26.483967
66,347,1,2011-06-01 03:00:00+00:00,3.6,SRID=4326;POINT (80.74292694 28.77415194),171,80.74292694,28.77415194
67,483,1,2011-06-01 03:00:00+00:00,2.3,SRID=4326;POINT (87.37074778 26.61000889),93,87.37074778,26.61000889
68,564,1,2011-06-01 03:00:00+00:00,23.4,SRID=4326;POINT (85.92089722 27.01295556),271,85.92089722,27.01295556
69,337,1,2011-06-01 03:00:00+00:00,20,SRID=4326;POINT (81.34521111 28.21278611),126,81.34521111,28.21278611
70,481,1,2011-06-01 03:00:00+00:00,20,SRID=4326;POINT (87.92308333 26.90963889),1208,87.92308333,26.90963889
71,484,1,2011-06-01 03:00:00+00:00,20,SRID=4326;POINT (85.30183889 28.18352222),1770,85.30183889,28.18352222
72,487,1,2011-06-01 03:00:00+00:00,20,SRID=4326;POINT (86.06123333 27.39470278),497,86.06123333,27.39470278
73,485,1,2011-06-01 03:00:00+00:00,5.3,SRID=4326;POINT (85.35624722 27.703825),1337,85.35624722,27.703825
74,760,1,2011-06-01 03:00:00+00:00,20,SRID=4326;POINT (87.20438389 27.39106194),1064,87.20438389,27.39106194
75,569,1,2011-06-01 03:00:00+00:00,20,SRID=4326;POINT (84.9327 27.07894),87,84.9327,27.07894
76,780,1,2011-06-01 03:00:00+00:00,20,SRID=4326;POINT (83.27611111 27.47027778),95,83.27611111,27.47027778
77,559,1,2011-06-01 03:00:00+00:00,8.8,SRID=4326;POINT (85.620881 27.6451338),857,85.620881,27.6451338
78,765,1,2011-06-01 03:00:00+00:00,11.3,SRID=4326;POINT (87.7116 27.1586),436,87.7116,27.1586
79,551,1,2011-06-01 03:00:00+00:00,20,SRID=4326;POINT (85.84864444 27.419825),690,85.84864444,27.419825
80,574,1,2011-06-01 03:00:00+00:00,5.1,SRID=4326;POINT (83.66218333 27.51925),112,83.66218333,27.51925
81,775,1,2011-06-01 03:00:00+00:00,120,SRID=4326;POINT (80.34740778 29.12785778),379,80.34740778,29.12785778
82,572,1,2011-06-01 03:00:00+00:00,20,SRID=4326;POINT (81.423033 29.410882),1116,81.423033,29.410882
83,772,1,2011-06-01 03:00:00+00:00,8,SRID=4326;POINT (83.67691889 28.22493611),900,83.67691889,28.22493611
84,490,1,2011-06-01 03:00:00+00:00,1.2,SRID=4326;POINT (86.568568 27.44321694),1945,86.568568,27.44321694
85,492,1,2011-06-01 03:00:00+00:00,8.2,SRID=4326;POINT (83.9742 28.21849444),859,83.9742,28.21849444
86,561,1,2011-06-01 03:00:00+00:00,20,SRID=4326;POINT (82.15637806 28.65721889),1386,82.15637806,28.65721889
87,494,1,2011-06-01 03:00:00+00:00,20,SRID=4326;POINT (83.13966667 27.88502778),1618,83.13966667,27.88502778
88,779,1,2011-06-01 03:00:00+00:00,11.2,SRID=4326;POINT (81.25009167 29.13611389),1310,81.25009167,29.13611389
89,773,1,2011-06-01 03:00:00+00:00,5.3,SRID=4326;POINT (82.39507389 29.57769),2245,82.39507389,29.57769
90,567,1,2011-06-01 03:00:00+00:00,20,SRID=4326;POINT (84.7415 27.6351),802,84.7415,27.6351
91,573,1,2011-06-01 03:00:00+00:00,18.5,SRID=4326;POINT (80.62386694 29.21137583),2092,80.62386694,29.21137583
92,33,1,2011-06-01 03:00:00+00:00,20,SRID=4326;POINT (82.30278333 28.13174722),683,82.30278333,28.13174722
93,782,1,2011-06-01 03:00:00+00:00,20,SRID=4326;POINT (83.04845833 27.75649167),190,83.04845833,27.75649167
94,552,1,2011-06-01 03:00:00+00:00,20,SRID=4326;POINT (83.44315278 27.93856667),494,83.44315278,27.93856667
95,571,1,2011-06-01 03:00:00+00:00,5,SRID=4326;POINT (81.90630083 28.52185889),1335,81.90630083,28.52185889
96,495,1,2011-06-01 03:00:00+00:00,820,SRID=4326;POINT (85.091965 27.604389),2265,85.091965,27.604389
97,498,1,2011-06-01 03:00:00+00:00,2.8,SRID=4326;POINT (85.29671667 27.64377222),1309,85.29671667,27.64377222
98,568,1,2011-06-01 03:00:00+00:00,20,SRID=4326;POINT (82.268888 28.961315),1913,82.268888,28.961315
99,38,1,2011-06-01 03:00:00+00:00,4,SRID=4326;POINT (82.89604722 28.95065),2098,82.89604722,28.95065
100,1,1,2011-06-01 03:00:00+00:00,20,SRID=4326;POINT (82.87462222 28.18596111),1641,82.87462222,28.18596111
101,42,1,2011-06-01 03:00:00+00:00,14.5,SRID=4326;POINT (81.91056944 29.20060556),2017,81.91056944,29.20060556
102,77,1,2011-06-01 03:00:00+00:00,20,SRID=4326;POINT (82.135467 28.188545),656,82.135467,28.188545
103,112,1,2011-06-01 03:00:00+00:00,20,SRID=4326;POINT (87.31696583 27.29209694),1277,87.31696583,27.29209694
104,11,1,2011-05-31 21:15:00+00:00,4,SRID=4326;POINT (80.54539389 29.84496194),945,80.54539389,29.84496194
105,47,1,2011-06-01 03:00:00+00:00,3.8,SRID=4326;POINT (80.23049 28.95477194),197,80.23049,28.95477194
106,177,1,2011-06-01 03:00:00+00:00,32,SRID=4326;POINT (87.285198 27.55534778),1494,87.285198,27.55534778
107,171,1,2011-06-01 03:00:00+00:00,20,SRID=4326;POINT (85.807275 26.65224722),68,85.807275,26.65224722
108,71,1,2011-06-01 03:00:00+00:00,20,SRID=4326;POINT (82.70130306 28.12844194),1232,82.70130306,28.12844194
109,107,1,2011-06-01 03:00:00+00:00,25.7,SRID=4326;POINT (87.28919444 27.15338889),446,87.28919444,27.15338889
110,72,1,2011-06-01 03:00:00+00:00,20,SRID=4326;POINT (81.72940833 28.42094722),635,81.72940833,28.42094722
111,203,1,2011-06-01 03:00:00+00:00,20,SRID=4326;POINT (85.917228 26.709665),76,85.917228,26.709665
112,11,1,2011-06-01 03:00:00+00:00,4,SRID=4326;POINT (80.54539389 29.84496194),945,80.54539389,29.84496194
113,205,1,2011-06-01 03:00:00+00:00,20,SRID=4326;POINT (80.600738 29.16385278),1856,80.600738,29.16385278
114,75,1,2011-06-01 03:00:00+00:00,20,SRID=4326;POINT (83.84586111 27.89994444),617,83.84586111,27.89994444
115,154,1,2011-06-01 03:00:00+00:00,14,SRID=4326;POINT (86.19265 27.16677),1129,86.19265,27.16677
116,114,1,2011-06-01 03:00:00+00:00,220.2,SRID=4326;POINT (88.02738889 26.88652778),1654,88.02738889,26.88652778
117,176,1,2011-06-01 03:00:00+00:00,20,SRID=4326;POINT (85.4741733 27.7413055),1411,85.4741733,27.7413055
118,105,1,2011-06-01 03:00:00+00:00,20,SRID=4326;POINT (87.24444444 27.0500025),1457,87.24444444,27.0500025
119,237,1,2011-06-01 03:00:00+00:00,20,SRID=4326;POINT (82.06635833 29.23346389),2288,82.06635833,29.23346389
120,108,1,2011-06-01 03:00:00+00:00,2,SRID=4326;POINT (80.28619194 28.96643389),213,80.28619194,28.96643389
121,178,1,2011-06-01 03:00:00+00:00,5.5,SRID=4326;POINT (85.554444 27.999318),2596,85.554444,27.999318
122,156,1,2011-06-01 03:00:00+00:00,20,SRID=4326;POINT (81.6528283 28.2287043),161,81.6528283,28.2287043
123,230,1,2011-06-01 03:00:00+00:00,20,SRID=4326;POINT (82.484156 28.03719889),663,82.484156,28.03719889
124,53,1,2011-06-01 03:00:00+00:00,18,SRID=4326;POINT (85.44511389 26.92800556),90,85.44511389,26.92800556
125,101,1,2011-06-01 03:00:00+00:00,20,SRID=4326;POINT (81.59030556 28.11368333),129,81.59030556,28.11368333
126,224,1,2011-06-01 03:00:00+00:00,20,SRID=4326;POINT (85.1496 27.619),1535,85.1496,27.619
127,157,1,2011-06-01 03:00:00+00:00,2.5,SRID=4326;POINT (81.31208111 28.349545),144,81.31208111,28.349545
128,158,1,2011-06-01 03:00:00+00:00,14.6,SRID=4326;POINT (81.71916667 28.35305556),510,81.71916667,28.35305556
129,123,1,2011-06-01 03:00:00+00:00,20,SRID=4326;POINT (80.36996389 28.89702),195,80.36996389,28.89702
130,241,1,2011-06-01 03:00:00+00:00,20,SRID=4326;POINT (85.1386 27.55973278),1729,85.1386,27.55973278
131,13,1,2011-06-01 03:00:00+00:00,20,SRID=4326;POINT (88.07833333 26.86805556),1570,88.07833333,26.86805556
132,54,1,2011-06-01 03:00:00+00:00,15.1,SRID=4326;POINT (83.32046694 28.12424389),738,83.32046694,28.12424389
133,170,1,2011-06-01 03:00:00+00:00,20,SRID=4326;POINT (86.53967778 26.91295278),469,86.53967778,26.91295278
134,244,1,2011-06-01 03:00:00+00:00,20,SRID=4326;POINT (81.70052778 29.09644444),1732,81.70052778,29.09644444
135,110,1,2011-06-01 03:00:00+00:00,5.1,SRID=4326;POINT (84.0169252 28.188621),803.9,84.0169252,28.188621
136,55,1,2011-06-01 03:00:00+00:00,20,SRID=4326;POINT (83.06716944 27.571075),106,83.06716944,27.571075
137,27,1,2011-06-01 03:00:00+00:00,20,SRID=4326;POINT (87.159165 26.820435),105,87.159165,26.820435
138,173,1,2011-06-01 03:00:00+00:00,8,SRID=4326;POINT (83.62022222 27.72169444),1127,83.62022222,27.72169444
139,26,1,2011-06-01 03:00:00+00:00,5,SRID=4326;POINT (83.4583003 27.5310288),112,83.4583003,27.5310288
140,160,1,2011-06-01 03:00:00+00:00,3.7,SRID=4326;POINT (85.42778611 27.77261944),1658,85.42778611,27.77261944
141,377,1,2011-06-01 03:00:00+00:00,20,SRID=4326;POINT (84 29.1),3620,84,29.1
142,119,1,2011-06-01 03:00:00+00:00,20,SRID=4326;POINT (83.979815 29.22713194),3886,83.979815,29.22713194
143,172,1,2011-06-01 03:00:00+00:00,18.6,SRID=4326;POINT (84.35079444 27.654025),189,84.35079444,27.654025
144,79,1,2011-06-01 03:00:00+00:00,20.3,SRID=4326;POINT (83.60922222 28.63273333),2490,83.60922222,28.63273333
145,275,1,2011-06-01 03:00:00+00:00,20,SRID=4326;POINT (86.69916778 26.801269),179,86.69916778,26.801269
146,34,1,2011-06-01 03:00:00+00:00,2.1,SRID=4326;POINT (86.79188583 27.21252194),1612,86.79188583,27.21252194
147,268,1,2011-06-01 03:00:00+00:00,7.4,SRID=4326;POINT (84.5223 27.5909),177,84.5223,27.5909
148,181,1,2011-06-01 03:00:00+00:00,20,SRID=4326;POINT (86.058485 27.513304),1536,86.058485,27.513304
149,617,1,2011-06-01 03:00:00+00:00,20,SRID=4326;POINT (84.58002778 28.14750556),1088,84.58002778,28.14750556
150,264,1,2011-06-01 03:00:00+00:00,12.3,SRID=4326;POINT (86.42952694 27.13631583),341,86.42952694,27.13631583
151,57,1,2011-06-01 03:00:00+00:00,20,SRID=4326;POINT (82.334604 27.885477),216,82.334604,27.885477
152,59,1,2011-06-01 03:00:00+00:00,3,SRID=4326;POINT (85.77861194 27.68766278),1565,85.77861194,27.68766278
153,186,1,2011-06-01 03:00:00+00:00,20,SRID=4326;POINT (82.093889 28.0075),199.19,82.093889,28.0075
154,124,1,2011-06-01 03:00:00+00:00,20,SRID=4326;POINT (80.08828278 28.88823778),175,80.08828278,28.88823778
155,70,1,2011-06-01 03:00:00+00:00,3.2,SRID=4326;POINT (82.72918611 28.24721944),845,82.72918611,28.24721944
156,601,1,2011-06-01 03:00:00+00:00,12.5,SRID=4326;POINT (85.10623056 28.02851111),1982,85.10623056,28.02851111
157,187,1,2011-06-01 03:00:00+00:00,20.5,SRID=4326;POINT (85.35305556 27.57777778),1590,85.35305556,27.57777778
158,136,1,2011-06-01 03:00:00+00:00,20,SRID=4326;POINT (80.38816389 28.77372306),170,80.38816389,28.77372306
159,274,1,2011-06-01 03:00:00+00:00,9.1,SRID=4326;POINT (86.843298 27.029247),1305,86.843298,27.029247
160,60,1,2011-06-01 03:00:00+00:00,4.2,SRID=4326;POINT (82.87882194 27.95425389),742,82.87882194,27.95425389
161,37,1,2011-06-01 03:00:00+00:00,25.5,SRID=4326;POINT (85.98333333 26.8),93,85.98333333,26.8
162,135,1,2011-06-01 03:00:00+00:00,20,SRID=4326;POINT (80.51848 28.77334278),176,80.51848,28.77334278
163,191,1,2011-06-01 03:00:00+00:00,20,SRID=4326;POINT (83.53871111 27.86366111),1183,83.53871111,27.86366111
164,25,1,2011-06-01 03:00:00+00:00,20,SRID=4326;POINT (88.0615 26.56388889),90,88.0615,26.56388889
165,619,1,2011-06-01 03:00:00+00:00,20,SRID=4326;POINT (80.49741194 29.4973),1881,80.49741194,29.4973
166,607,1,2011-06-01 03:00:00+00:00,20,SRID=4326;POINT (85.456563 27.294469),250,85.456563,27.294469
167,266,1,2011-06-01 03:00:00+00:00,20,SRID=4326;POINT (85.36970833 27.659325),1305,85.36970833,27.659325
168,125,1,2011-06-01 03:00:00+00:00,20,SRID=4326;POINT (82.13939389 28.201323),685,82.13939389,28.201323
169,618,1,2011-06-01 03:00:00+00:00,20,SRID=4326;POINT (81.16838 29.44736),1447,81.16838,29.44736
170,267,1,2011-06-01 03:00:00+00:00,20,SRID=4326;POINT (86.742525 26.540705),68,86.742525,26.540705
171,623,1,2011-06-01 03:00:00+00:00,1.5,SRID=4326;POINT (86.65 27.26),460,86.65,27.26
172,14,1,2011-06-01 03:00:00+00:00,3.5,SRID=4326;POINT (85.42675556 27.71605833),1502,85.42675556,27.71605833
173,81,1,2011-06-01 03:00:00+00:00,20,SRID=4326;POINT (83.243525 28.0636),1547,83.243525,28.0636
174,15,1,2011-06-01 03:00:00+00:00,45.2,SRID=4326;POINT (86.14513889 26.93022222),127,86.14513889,26.93022222
175,195,1,2011-06-01 03:00:00+00:00,20,SRID=4326;POINT (81.48008889 28.18556111),132,81.48008889,28.18556111
176,129,1,2011-06-01 03:00:00+00:00,20,SRID=4326;POINT (83.654817 28.036457),713,83.654817,28.036457
177,131,1,2011-06-01 03:00:00+00:00,20,SRID=4326;POINT (82.275406 28.0099833),599,82.275406,28.0099833
178,376,1,2011-06-01 03:00:00+00:00,7.1,SRID=4326;POINT (84.142825 27.90235278),660,84.142825,27.90235278
179,277,1,2011-06-01 03:00:00+00:00,3.2,SRID=4326;POINT (85.46158333 27.645725),1413,85.46158333,27.645725
180,281,1,2011-06-01 03:00:00+00:00,1,SRID=4326;POINT (85.52085833 27.69334722),2147,85.52085833,27.69334722
181,628,1,2011-06-01 03:00:00+00:00,20.2,SRID=4326;POINT (85.325693 27.651677),1334,85.325693,27.651677
182,279,1,2011-06-01 03:00:00+00:00,1.5,SRID=4326;POINT (85.32656389 27.60325833),1478,85.32656389,27.60325833
183,49,1,2011-06-01 03:00:00+00:00,20,SRID=4326;POINT (81.48038389 29.45697889),1598,81.48038389,29.45697889
184,280,1,2011-06-01 03:00:00+00:00,3.1,SRID=4326;POINT (85.43118889 27.75007222),1384,85.43118889,27.75007222
185,735,1,2011-06-01 03:00:00+00:00,20,SRID=4326;POINT (81.115034 28.536556),149,81.115034,28.536556
186,654,1,2011-06-01 03:00:00+00:00,20,SRID=4326;POINT (85.484083 27.133046),139,85.484083,27.133046
187,139,1,2011-06-01 03:00:00+00:00,17.8,SRID=4326;POINT (83.38333333 28.56666667),2330,83.38333333,28.56666667
188,80,1,2011-06-01 03:00:00+00:00,20,SRID=4326;POINT (86.7167 27.69653056),2642,86.7167,27.69653056
189,32,1,2011-06-01 03:00:00+00:00,20,SRID=4326;POINT (83.786475 27.468507),110,83.786475,27.468507
