Latitude,Longitude,Elevation
26.34742364428581,80.0601478269607,32767.0
26.34742364428581,80.3101478269607,32767.0
26.34742364428581,80.5601478269607,32767.0
26.34742364428581,80.8101478269607,32767.0
26.34742364428581,81.0601478269607,32767.0
26.34742364428581,81.3101478269607,32767.0
26.34742364428581,81.5601478269607,32767.0
26.34742364428581,81.8101478269607,32767.0
26.34742364428581,82.0601478269607,32767.0
26.34742364428581,82.3101478269607,32767.0
26.34742364428581,82.5601478269607,32767.0
26.34742364428581,82.8101478269607,32767.0
26.34742364428581,83.0601478269607,32767.0
26.34742364428581,83.3101478269607,32767.0
26.34742364428581,83.5601478269607,32767.0
26.34742364428581,83.8101478269607,32767.0
26.34742364428581,84.0601478269607,32767.0
26.34742364428581,84.3101478269607,32767.0
26.34742364428581,84.5601478269607,32767.0
26.34742364428581,84.8101478269607,32767.0
26.34742364428581,85.0601478269607,32767.0
26.34742364428581,85.3101478269607,32767.0
26.34742364428581,85.5601478269607,32767.0
26.34742364428581,85.8101478269607,32767.0
26.34742364428581,86.0601478269607,32767.0
26.34742364428581,86.3101478269607,32767.0
26.34742364428581,86.5601478269607,32015.295836101883
26.34742364428581,86.8101478269607,26757.171472868216
26.34742364428581,87.0601478269607,27717.702059800664
26.34742364428581,87.3101478269607,12494.319512735326
26.34742364428581,87.5601478269607,17338.06330011074
26.34742364428581,87.8101478269607,24867.373244739756
26.34742364428581,88.0601478269607,19735.102369878183
26.59742364428581,80.0601478269607,32767.0
26.59742364428581,80.3101478269607,32767.0
26.59742364428581,80.5601478269607,32767.0
26.59742364428581,80.8101478269607,32767.0
26.59742364428581,81.0601478269607,32767.0
26.59742364428581,81.3101478269607,32767.0
26.59742364428581,81.5601478269607,32767.0
26.59742364428581,81.8101478269607,32767.0
26.59742364428581,82.0601478269607,32767.0
26.59742364428581,82.3101478269607,32767.0
26.59742364428581,82.5601478269607,32767.0
26.59742364428581,82.8101478269607,32767.0
26.59742364428581,83.0601478269607,32767.0
26.59742364428581,83.3101478269607,32767.0
26.59742364428581,83.5601478269607,32767.0
26.59742364428581,83.8101478269607,32767.0
26.59742364428581,84.0601478269607,32767.0
26.59742364428581,84.3101478269607,32767.0
26.59742364428581,84.5601478269607,32767.0
26.59742364428581,84.8101478269607,32767.0
26.59742364428581,85.0601478269607,32767.0
26.59742364428581,85.3101478269607,32767.0
26.59742364428581,85.5601478269607,32767.0
26.59742364428581,85.8101478269607,20890.05737243518
26.59742364428581,86.0601478269607,22093.702674363416
26.59742364428581,86.3101478269607,17176.965463957353
26.59742364428581,86.5601478269607,5924.60011478902
26.59742364428581,86.8101478269607,520.5067714484387
26.59742364428581,87.0601478269607,5541.32344013863
26.59742364428581,87.3101478269607,104.0062030220417
26.59742364428581,87.5601478269607,116.55360316111302
26.59742364428581,87.8101478269607,221.09799008840963
26.59742364428581,88.0601478269607,6420.32810896127
26.84742364428581,80.0601478269607,32767.0
26.84742364428581,80.3101478269607,32767.0
